id,ra,dec
0000874,    14.339710,    40.327063
0000875,    14.713072,    41.448091
0000876,    15.068780,    41.925345
0000877,    13.622470,    41.797702
0000878,    13.619786,    41.401459
0000879,    14.113617,    40.393162
0000880,    13.675730,    40.528182
0000881,    13.750865,    42.253455
0000882,    13.933231,    41.628017
0000883,    13.593416,    41.885200
0000884,    14.785935,    40.325291
0000885,    15.089910,    42.146812
0000886,    13.881739,    41.300476
0000887,    13.257967,    41.997889
0000888,    14.003410,    41.567513
0000889,    14.472838,    41.168043
0000890,    14.626656,    41.081108
0000891,    14.229301,    41.245236
0000892,    13.581073,    41.025181
0000893,    14.088370,    41.807666
0000894,    13.686923,    42.044892
0000895,    14.844470,    40.878906
0000896,    13.374593,    40.324109
0000897,    14.227102,    41.788936
0000898,    13.976484,    41.823601
0000899,    13.971127,    41.868402
0000900,    13.842737,    40.428684
0000901,    14.736852,    42.230766
0000902,    13.785689,    40.676213
0000903,    14.356441,    41.677740
0000904,    15.056479,    41.190243
0000905,    14.337325,    41.103917
0000906,    14.414921,    40.280843
0000907,    13.626835,    41.490415
0000908,    14.980361,    40.592320
0000909,    14.841519,    40.713481
0000910,    14.992085,    42.091691
0000911,    14.242169,    41.052320
0000912,    14.717714,    40.899198
0000913,    14.626840,    41.682941
0000914,    13.641930,    40.286288
0000915,    14.710255,    40.368768
0000916,    15.066309,    40.826646
0000917,    13.378666,    42.239943
0000918,    13.938992,    40.440297
0000919,    14.487016,    40.927106
0000920,    14.920907,    40.349788
0000921,    13.991735,    40.899448
0000922,    14.397368,    40.582578
0000923,    13.956432,    40.285117
0000924,    14.903989,    42.112436
0000925,    14.286698,    41.512453
0000926,    13.554611,    41.658703
0000927,    13.265654,    41.863749
0000928,    13.521124,    41.753440
0000929,    13.235273,    42.254468
0000930,    14.353454,    40.376494
0000931,    13.555448,    41.659079
0000932,    14.762083,    41.513951
0000933,    14.907636,    41.070023
0000934,    13.696406,    42.045445
0000935,    14.513793,    41.677665
0000936,    14.112348,    41.778491
0000937,    14.667225,    40.617735
0000938,    14.284189,    40.538984
0000939,    13.575051,    42.136693
0000940,    13.971774,    42.079168
0000941,    13.553879,    41.003962
0000942,    14.149509,    41.026026
0000943,    14.634687,    41.857413
0000944,    13.626804,    41.227615
0000945,    14.406196,    40.629886
0000946,    14.709305,    40.361604
0000947,    13.975206,    41.354178
0000948,    13.648896,    41.115585
0000949,    13.614067,    42.108682
0000950,    13.492096,    41.314573
0000951,    14.207221,    41.500373
0000952,    13.480777,    41.890512
0000953,    13.874638,    41.960106
0000954,    13.680856,    41.948353
0000955,    13.741912,    40.717324
0000956,    14.349437,    41.613541
0000957,    13.816212,    40.394696
0000958,    14.597116,    40.326136
0000959,    15.078698,    40.551332
0000960,    14.503201,    42.067318
0000961,    14.198910,    42.048248
0000962,    13.646029,    40.803452
0000963,    14.882879,    42.107372
0000964,    14.052023,    40.588162
0000965,    13.890118,    42.037668
0000966,    13.900768,    40.281068
0000967,    14.342097,    40.951320
0000968,    13.386830,    40.938416
0000969,    13.831137,    41.156513
0000970,    14.388929,    40.912624
0000971,    13.575506,    42.026437
0000972,    14.844816,    40.975170
0000973,    14.755239,    41.407144
0000974,    14.963120,    41.769392
0000975,    13.799087,    41.587151
0000976,    13.215860,    41.952538
0000977,    14.319272,    40.434192
0000978,    14.467847,    40.881539
0000979,    13.263399,    41.449767
0000980,    14.236212,    40.526620
0000981,    15.195065,    42.163256
0000982,    13.378998,    40.574593
0000983,    15.030549,    40.339423
0000984,    14.841042,    42.127615
0000985,    13.941686,    41.635067
0000986,    13.572348,    41.951865
0000987,    13.336408,    41.819353
0000988,    13.315309,    41.407526
0000989,    13.987422,    41.727976
0000990,    14.040398,    40.743377
0000991,    13.639657,    40.614216
0000992,    13.413409,    41.375516
0000993,    13.557347,    42.201153
0000994,    14.780551,    40.525222
0000995,    13.785584,    40.399696
0000996,    13.495442,    41.259082
0000997,    13.517764,    41.423237
0000998,    15.050660,    41.164700
0000999,    14.149366,    40.270470
