id,ra,dec
0000874,    13.971095,    41.625770
0000875,    14.531855,    40.559970
0000876,    13.363981,    41.525278
0000877,    14.519172,    40.486155
0000878,    14.365737,    40.709203
0000879,    13.269472,    41.487030
0000880,    15.005151,    40.416824
0000881,    14.529852,    40.817603
0000882,    14.669422,    41.131226
0000883,    14.184256,    42.242655
0000884,    13.298394,    41.202276
0000885,    15.028558,    40.271872
0000886,    14.302610,    41.315293
0000887,    13.641784,    41.374530
0000888,    14.388146,    41.990303
0000889,    15.214158,    41.880357
0000890,    14.834965,    41.909353
0000891,    13.554608,    40.623121
0000892,    13.661956,    41.059931
0000893,    14.232843,    41.438581
0000894,    15.081048,    42.081299
0000895,    13.244709,    41.003505
0000896,    14.918441,    41.766816
0000897,    13.255382,    41.055706
0000898,    14.908259,    41.610746
0000899,    14.118805,    40.867014
0000900,    14.314131,    42.022600
0000901,    14.766066,    41.771118
0000902,    13.937939,    40.578745
0000903,    13.829787,    40.967345
0000904,    14.225746,    42.137920
0000905,    13.856411,    41.579624
0000906,    13.893827,    41.396486
0000907,    14.578150,    40.974939
0000908,    14.944431,    41.925550
0000909,    13.707252,    40.648480
0000910,    14.319749,    42.003568
0000911,    15.115450,    41.919426
0000912,    14.848451,    41.213788
0000913,    14.664999,    41.273937
0000914,    13.442432,    40.593648
0000915,    15.198508,    40.650107
0000916,    14.642852,    41.426182
0000917,    13.262780,    42.184483
0000918,    14.091985,    41.954155
0000919,    13.716985,    42.154869
0000920,    14.840415,    41.045478
0000921,    13.535709,    41.270403
0000922,    13.465348,    41.041608
0000923,    14.790724,    40.918181
0000924,    13.758836,    40.947946
0000925,    14.674669,    40.274118
0000926,    14.035243,    41.862185
0000927,    14.314940,    42.098277
0000928,    14.749355,    40.947035
0000929,    13.491689,    40.949132
0000930,    13.457046,    40.307004
0000931,    14.294998,    41.048251
0000932,    15.082589,    41.162272
0000933,    15.086537,    41.265747
0000934,    15.053390,    41.401367
0000935,    14.559665,    41.157642
0000936,    14.111245,    41.671904
0000937,    13.625249,    40.564091
0000938,    13.895826,    40.994764
0000939,    13.629792,    42.051361
0000940,    14.087338,    41.756705
0000941,    15.158253,    40.776861
0000942,    14.645334,    42.147868
0000943,    14.456264,    41.113756
0000944,    14.957414,    40.877155
0000945,    14.200978,    40.407456
0000946,    13.408854,    41.458212
0000947,    14.736962,    40.734222
0000948,    14.931711,    42.040503
0000949,    14.446604,    41.157594
0000950,    14.452762,    41.576693
0000951,    14.089399,    40.701440
0000952,    13.913041,    40.657174
0000953,    13.408646,    41.272308
0000954,    14.012346,    41.128728
0000955,    13.376146,    41.332222
0000956,    14.681832,    41.440572
0000957,    14.690293,    41.338711
0000958,    13.973955,    40.721376
0000959,    13.935036,    41.512658
0000960,    13.410849,    40.701269
0000961,    13.218386,    41.006842
0000962,    13.595647,    40.283298
0000963,    14.490622,    41.966271
0000964,    15.132835,    41.152949
0000965,    13.639901,    40.596678
0000966,    14.648584,    41.294936
0000967,    14.090412,    41.197384
0000968,    14.608280,    40.787725
0000969,    13.935160,    41.304385
0000970,    14.830406,    41.410875
0000971,    14.816767,    40.292119
0000972,    13.804914,    41.840796
0000973,    13.477226,    41.743079
0000974,    13.406749,    40.624092
0000975,    13.853367,    40.375624
0000976,    13.490581,    41.799024
0000977,    13.742456,    40.688153
0000978,    14.416750,    41.123229
0000979,    14.079473,    40.649942
0000980,    14.469971,    41.103389
0000981,    14.307398,    42.223673
0000982,    14.279152,    41.082603
0000983,    14.480989,    40.619673
0000984,    13.589633,    41.583096
0000985,    13.758826,    41.221252
0000986,    14.291868,    41.805419
0000987,    14.514297,    40.956354
0000988,    13.901762,    40.854165
0000989,    13.398521,    42.266058
0000990,    14.928297,    41.185639
0000991,    14.402595,    42.188142
0000992,    13.851119,    41.940079
0000993,    13.351116,    41.754747
0000994,    15.115801,    41.444593
0000995,    14.781066,    41.879815
0000996,    13.262617,    42.130676
0000997,    15.023857,    40.675235
0000998,    14.611904,    41.192078
0000999,    14.821125,    40.811232
